PIN,Lat,Long
384335,23.8485063,72.6978931
384339,20.593684,78.96288
384340,24.0197908,72.6860696
384344,20.593684,78.96288
384345,23.838531,72.5618894
384353,20.593684,78.96288
384354,20.593684,78.96288
384355,23.7895833,72.6860696
384359,20.593684,78.96288
384360,23.9721555,72.8220064
384408,20.593684,78.96288
384409,20.593684,78.96288
384410,23.5560265,72.2600655
384419,20.593684,78.96288
384420,20.593684,78.96288
384421,23.4516251,72.3015121
384428,20.593684,78.96288
384429,20.593684,78.96288
384430,23.4713811,72.224535
384434,20.593684,78.96288
384435,23.5339703,72.36663
385001,24.176119,72.4494848
385009,20.593684,78.96288
385010,24.2781505,72.4376499
385109,20.593684,78.96288
385110,24.3124227,72.827915
385119,20.593684,78.96288
385120,24.1540148,72.8515479
385128,20.593684,78.96288
385129,20.593684,78.96288
385130,24.3823606,72.63877
385133,20.593684,78.96288
385134,20.593684,78.96288
385135,24.3252302,72.5441445
385208,20.593684,78.96288
385209,20.593684,78.96288
385210,24.0325949,72.4021423
385309,20.593684,78.96288
385310,24.5122382,71.9994067
385318,20.593684,78.96288
385319,20.593684,78.96288
385320,23.9834392,71.4299364
385329,20.593684,78.96288
385330,24.1762441,71.691066
385338,20.593684,78.96288
385339,20.593684,78.96288
385340,23.8236326,71.6198686
385348,20.593684,78.96288
385349,20.593684,78.96288
385350,23.8560845,71.1448516
385359,20.593684,78.96288
385360,23.7285199,71.4061876
385408,20.593684,78.96288
385409,20.593684,78.96288
385410,24.1983651,72.63877
385420,20.593684,78.96288
385421,24.04928,72.5441445
385504,20.593684,78.96288
385505,24.3745041,72.3784679
385506,24.4965717,72.3429525
385508,20.593684,78.96288
385509,20.593684,78.96288
385510,24.2511606,72.3074326
385513,20.593684,78.96288
385514,20.593684,78.96288
385515,24.1536154,72.2600655
385518,20.593684,78.96288
385519,20.593684,78.96288
385520,24.0858656,72.36663
385528,20.593684,78.96288
385529,20.593684,78.96288
385530,24.216922,72.0231125
385534,20.593684,78.96288
385535,24.3402899,72.0942187
385539,20.593684,78.96288
385540,24.1881926,72.1653076
385544,20.593684,78.96288
385545,24.4751151,72.2600655
385549,20.593684,78.96288
385550,24.079219,72.0231125
385554,20.593684,78.96288
385555,23.9644143,71.8334145
385559,20.593684,78.96288
385560,23.9069604,71.7385225
385563,20.593684,78.96288
385564,20.593684,78.96288
385565,24.4511879,71.691066
385566,24.5567745,71.6198686
385568,20.593684,78.96288
385569,20.593684,78.96288
385570,24.2382878,71.4536835
385574,20.593684,78.96288
385575,24.4412799,71.4299364
387001,22.6877611,72.8810859
387002,22.7197742,72.8574558
387003,20.593684,78.96288
387108,20.593684,78.96288
387109,20.593684,78.96288
387110,22.8925281,72.7955042
387113,20.593684,78.96288
387114,20.593684,78.96288
387115,22.7070761,73.0051055
387120,22.8294461,72.6505957
387129,20.593684,78.96288
387130,22.8243149,72.7595857
387208,20.593684,78.96288
387209,20.593684,78.96288
387210,22.5913334,72.6860696
387218,20.593684,78.96288
387219,20.593684,78.96288
387220,22.5863272,72.7451817
387228,20.593684,78.96288
387229,20.593684,78.96288
387230,22.6837883,72.7924612
387238,20.593684,78.96288
387239,20.593684,78.96288
387240,22.534996,72.6978931
387303,20.593684,78.96288
387304,20.593684,78.96288
387305,22.8314796,73.0346244
387308,20.593684,78.96288
387309,20.593684,78.96288
387310,22.6134507,72.9401509
387313,20.593684,78.96288
387314,20.593684,78.96288
387315,22.6557693,72.9578676
387318,20.593684,78.96288
387319,20.593684,78.96288
387320,22.7299165,72.7924612
387323,20.593684,78.96288
387324,20.593684,78.96288
387325,22.6095867,72.9047136
387328,20.593684,78.96288
387329,20.593684,78.96288
387330,22.7737449,72.9814877
387333,20.593684,78.96288
387334,20.593684,78.96288
387335,22.8378019,72.9342451
387338,20.593684,78.96288
387339,20.593684,78.96288
387340,22.9097238,73.0641396
387344,20.593684,78.96288
387345,22.6300792,72.8810859
387349,20.593684,78.96288
387350,22.6965197,72.7510921
387353,20.593684,78.96288
387354,20.593684,78.96288
387355,22.6428522,72.8397317
387359,20.593684,78.96288
387360,22.7198387,72.9106202
387363,20.593684,78.96288
387364,20.593684,78.96288
387365,22.9609638,73.0051055
387368,20.593684,78.96288
387369,20.593684,78.96288
387370,22.6557371,72.9047136
387373,20.593684,78.96288
387374,20.593684,78.96288
387375,22.5941778,72.8692711
387378,20.593684,78.96288
387379,20.593684,78.96288
387380,22.649093,72.7392711
387409,20.593684,78.96288
387410,20.593684,78.96288
387411,22.768187,72.7215385
387428,20.593684,78.96288
387429,20.593684,78.96288
387430,22.7967002,72.8751786
387508,20.593684,78.96288
387509,20.593684,78.96288
387510,22.6502826,72.6978931
387518,20.593684,78.96288
387519,20.593684,78.96288
387520,22.5755774,72.5441445
387528,20.593684,78.96288
387529,20.593684,78.96288
387530,22.6628284,72.6032895
387538,20.593684,78.96288
387539,20.593684,78.96288
387540,22.7984589,72.5796331
387548,20.593684,78.96288
387549,20.593684,78.96288
387550,22.7319702,72.6032895
387558,20.593684,78.96288
387559,20.593684,78.96288
387560,22.6870157,72.5618894
387568,20.593684,78.96288
387569,20.593684,78.96288
387570,22.7220727,72.7215385
387608,20.593684,78.96288
387609,20.593684,78.96288
387610,23.0378305,72.9696779
387618,20.593684,78.96288
387619,20.593684,78.96288
387620,23.0072222,73.111356
387628,20.593684,78.96288
387629,20.593684,78.96288
387630,22.8891385,72.9814877
387633,20.593684,78.96288
387634,20.593684,78.96288
387635,22.9698208,72.9283391
387638,20.593684,78.96288
387639,20.593684,78.96288
387640,22.9328325,73.1703628
387648,20.593684,78.96288
387649,20.593684,78.96288
387650,23.1457316,73.111356
387708,20.593684,78.96288
387709,20.593684,78.96288
387710,22.6184094,72.7747325
387810,20.593684,78.96288
388001,22.5698599,72.9637728
388108,20.593684,78.96288
388109,20.593684,78.96288
388110,22.5326725,72.9667254
388118,20.593684,78.96288
388119,20.593684,78.96288
388120,22.5602851,72.9300806
388121,22.5384384,72.9135734
388128,20.593684,78.96288
388129,20.593684,78.96288
388130,22.5070093,72.8633635
388139,20.593684,78.96288
388140,22.4083038,72.8574558
388148,20.593684,78.96288
388149,20.593684,78.96288
388150,22.4888794,72.6978931
388158,20.593684,78.96288
388159,20.593684,78.96288
388160,22.4774296,72.7510921
388168,20.593684,78.96288
388169,20.593684,78.96288
388170,22.3940462,72.6742455
388178,20.593684,78.96288
388179,20.593684,78.96288
388180,22.4886508,72.5914616
388203,20.593684,78.96288
388204,20.593684,78.96288
388205,22.6429463,73.052334
388208,20.593684,78.96288
388209,20.593684,78.96288
388210,22.6428636,73.1585626
388213,20.593684,78.96288
388214,20.593684,78.96288
388215,22.7404177,73.0995528
388218,20.593684,78.96288
388219,20.593684,78.96288
388220,22.6942355,73.0995528
388223,20.593684,78.96288
388224,20.593684,78.96288
388225,22.8225144,73.111356
388228,20.593684,78.96288
388229,20.593684,78.96288
388230,22.7069529,73.2175571
388233,20.593684,78.96288
388234,20.593684,78.96288
388235,22.8993852,73.28833
388237,20.593684,78.96288
388238,20.593684,78.96288
388239,22.9582566,73.4062342
388243,20.593684,78.96288
388244,20.593684,78.96288
388245,22.832601,73.3119159
388248,20.593684,78.96288
388249,20.593684,78.96288
388250,22.81991,73.1939612
388254,20.593684,78.96288
388255,23.0226227,73.2529464
388259,20.593684,78.96288
388260,23.2278363,73.4415929
388264,20.593684,78.96288
388265,23.0328124,73.3472901
388269,20.593684,78.96288
388270,23.1045135,73.4769458
388275,20.593684,78.96288
388303,20.593684,78.96288
388304,20.593684,78.96288
388305,22.472369,73.0228173
388306,22.4838621,73.0759446
388307,22.4300569,73.0051055
388309,20.593684,78.96288
388310,22.6429552,72.9992013
388313,20.593684,78.96288
388314,20.593684,78.96288
388315,22.5745878,72.9031428
388318,20.593684,78.96288
388319,20.593684,78.96288
388320,22.5737034,72.9992013
388323,20.593684,78.96288
388324,20.593684,78.96288
388325,22.5723953,72.8810859
388328,20.593684,78.96288
388329,20.593684,78.96288
388330,22.5685455,73.0582368
388333,20.593684,78.96288
388334,20.593684,78.96288
388335,22.6031797,73.0582368
388338,20.593684,78.96288
388339,20.593684,78.96288
388340,22.5268827,73.0198654
388343,20.593684,78.96288
388344,20.593684,78.96288
388345,22.5185668,72.9165266
388349,20.593684,78.96288
388350,22.4736779,72.9814877
388353,20.593684,78.96288
388354,20.593684,78.96288
388355,22.4993346,72.9519622
388359,20.593684,78.96288
388360,22.6096105,73.0110096
388363,20.593684,78.96288
388364,20.593684,78.96288
388365,22.5556804,73.0995528
388369,20.593684,78.96288
388370,22.5159915,72.9992013
388409,20.593684,78.96288
388410,22.7519692,73.0464309
388420,20.593684,78.96288
388421,22.5960331,72.8072342
388428,20.593684,78.96288
388429,20.593684,78.96288
388430,22.4300071,72.7392711
388438,20.593684,78.96288
388439,20.593684,78.96288
388440,22.5646395,72.8101887
388449,20.593684,78.96288
388450,22.4826083,72.7983705
388458,20.593684,78.96288
388459,20.593684,78.96288
388460,22.5479181,72.7629126
388463,20.593684,78.96288
388464,20.593684,78.96288
388465,22.5120245,72.7510921
388469,20.593684,78.96288
388470,22.5172096,72.7983705
388479,20.593684,78.96288
388480,22.4557097,72.8160976
388509,20.593684,78.96288
388510,22.3864229,73.0287209
388519,20.593684,78.96288
388520,22.3454403,72.9696779
388528,20.593684,78.96288
388529,20.593684,78.96288
388530,22.3249742,72.886993
388539,20.593684,78.96288
388540,22.4198437,72.9106202
388541,20.593684,78.96288
388542,20.593684,78.96288
388543,22.4095587,72.9755829
388544,20.593684,78.96288
388545,22.4441997,72.8692711
388549,20.593684,78.96288
388550,22.29165,72.7924612
388559,20.593684,78.96288
388560,22.4621528,72.9283391
388569,20.593684,78.96288
388570,22.3467691,72.8220064
388579,20.593684,78.96288
388580,22.3813446,72.7688226
388589,20.593684,78.96288
388590,22.3724097,72.8456399
388609,20.593684,78.96288
388610,22.2634391,72.7451817
388619,20.593684,78.96288
388620,22.3836214,72.5796331
388624,20.593684,78.96288
388625,22.3807073,72.4494848
388629,20.593684,78.96288
388630,22.3632762,72.6565084
388639,20.593684,78.96288
388640,22.3274634,72.6978931
388709,20.593684,78.96288
388710,22.8451961,73.4298073
388712,20.593684,78.96288
388713,22.8295835,73.5005111
389001,22.7750813,73.6418473
389002,20.593684,78.96288
389109,20.593684,78.96288
389110,23.082833,73.8183804
389114,20.593684,78.96288
389115,22.9439517,73.8183804
389119,20.593684,78.96288
389120,22.8464599,73.77132
389129,20.593684,78.96288
389130,22.814779,73.9124674
389139,20.593684,78.96288
389140,22.8292542,74.0535126
389144,20.593684,78.96288
389145,20.593684,78.96288
389146,22.9219321,74.0535126
389149,20.593684,78.96288
389150,20.593684,78.96288
389151,22.8147446,74.2531465
389152,22.7428193,74.2296713
389153,20.593684,78.96288
389154,22.8160993,74.3822058
389155,22.6722333,74.3352858
389159,20.593684,78.96288
389160,22.8383903,74.2003231
389169,20.593684,78.96288
389170,23.121736,74.1944529
389171,20.593684,78.96288
389172,23.24136,74.006509
389173,20.593684,78.96288
389174,20.593684,78.96288
389175,23.0049065,73.959494
389178,20.593684,78.96288
389179,20.593684,78.96288
389180,22.9410781,74.2414092
389189,20.593684,78.96288
389190,23.1072634,74.0535126
389209,20.593684,78.96288
389210,22.9547878,73.7007088
389219,20.593684,78.96288
389220,23.0067609,73.5358541
389229,20.593684,78.96288
389230,23.2480306,73.6300729
389231,20.593684,78.96288
389232,23.3789831,73.6653939
389234,20.593684,78.96288
389235,23.1733319,73.6889378
389239,20.593684,78.96288
389240,23.3555539,73.77132
389248,20.593684,78.96288
389249,20.593684,78.96288
389250,23.3088747,73.8771901
389258,20.593684,78.96288
389259,20.593684,78.96288
389260,23.1852583,73.9124674
389263,20.593684,78.96288
389264,20.593684,78.96288
389265,23.2216939,73.8183804
389309,20.593684,78.96288
389310,22.6677063,73.5005111
389318,20.593684,78.96288
389319,20.593684,78.96288
389320,22.6730499,73.4415929
389329,20.593684,78.96288
389330,22.5857204,73.4357002
389339,20.593684,78.96288
389340,22.6879371,73.5829689
389341,22.6101035,73.7242486
389349,20.593684,78.96288
389350,22.454617,73.4533779
389360,22.502859,73.5829689
389363,20.593684,78.96288
389364,20.593684,78.96288
389365,22.5126445,73.6771662
389368,20.593684,78.96288
389369,20.593684,78.96288
389370,22.3640381,73.5829689
389379,20.593684,78.96288
389380,22.6965626,73.8889499
389381,20.593684,78.96288
389382,22.6533903,74.1474846
389388,20.593684,78.96288
389389,20.593684,78.96288
389390,22.3171223,73.6889378
390001,22.2976944,73.203784
390002,22.3386457,73.1895367
390003,22.3271606,73.1629878
390004,22.2762712,73.2212997
390005,22.3088267,73.1806874
390006,22.3113978,73.2206812
390007,22.3015177,73.1526623
390008,22.3216309,73.1924864
390009,22.2583253,73.2073449
390010,22.2552563,73.1881578
390011,22.269836,73.1842338
390012,22.2784168,73.1526623
390013,22.2379162,73.1792125
390014,22.2294841,73.208709
390015,22.3015177,73.1526623
390016,22.3355527,73.1499888
390017,22.2936502,73.2146078
390018,22.3212821,73.20281
390019,22.3127714,73.2588441
390020,22.3008241,73.1733127
390021,22.3188741,73.1393861
390022,22.4091102,73.2411506
390023,22.3162695,73.1556125
390024,22.3341907,73.1747877
390025,22.2845923,73.2382016
391101,22.3183283,73.0936509
391103,20.593684,78.96288
391104,20.593684,78.96288
391105,22.0127636,73.4298073
391106,20.593684,78.96288
391107,22.1544841,73.3472901
391108,20.593684,78.96288
391109,20.593684,78.96288
391110,22.1180543,73.4415929
391111,20.593684,78.96288
391113,20.593684,78.96288
391114,20.593684,78.96288
391115,21.9591948,73.3590802
391119,20.593684,78.96288
391120,21.9938174,73.5829689
391121,21.9906562,73.6653939
391124,20.593684,78.96288
391125,22.2355627,73.5711912
391128,20.593684,78.96288
391129,20.593684,78.96288
391130,22.1502693,73.6418473
391134,20.593684,78.96288
391135,22.2493225,73.8183804
391138,20.593684,78.96288
391139,20.593684,78.96288
391140,22.1471188,73.7242486
391143,20.593684,78.96288
391144,20.593684,78.96288
391145,22.1198732,73.5711912
391148,20.593684,78.96288
391149,20.593684,78.96288
391150,22.0545135,73.7242486
391151,20.593684,78.96288
391152,21.9808575,73.9124674
391153,20.593684,78.96288
391154,20.593684,78.96288
391155,22.42976,73.77132
391156,22.3439454,73.8948295
391158,20.593684,78.96288
391159,20.593684,78.96288
391160,22.4058501,73.8771901
391163,20.593684,78.96288
391164,20.593684,78.96288
391165,22.4121247,74.0535126
391166,20.593684,78.96288
391167,20.593684,78.96288
391168,22.2428062,73.9830029
391169,20.593684,78.96288
391170,22.0829451,74.006509
391173,20.593684,78.96288
391174,20.593684,78.96288
391175,21.9844897,74.0652616
391208,20.593684,78.96288
391209,20.593684,78.96288
391210,22.0905294,73.28833
391218,20.593684,78.96288
391219,20.593684,78.96288
391220,22.0600017,73.2175571
391238,20.593684,78.96288
391239,20.593684,78.96288
391240,22.0834656,73.111356
391241,20.593684,78.96288
391242,20.593684,78.96288
391243,22.1808609,73.1585626
391244,21.9832494,73.1467619
391248,20.593684,78.96288
391249,20.593684,78.96288
391250,21.9980735,73.28833
391308,20.593684,78.96288
391309,20.593684,78.96288
391310,22.3567528,73.1290596
391319,20.593684,78.96288
391320,22.3676173,73.1497121
391328,20.593684,78.96288
391329,20.593684,78.96288
391330,22.345304,73.0759446
391338,20.593684,78.96288
391339,20.593684,78.96288
391340,22.4222559,73.0936509
391343,20.593684,78.96288
391344,20.593684,78.96288
391345,22.3888768,73.1054544
391346,22.3734952,73.0966019
391348,20.593684,78.96288
391349,20.593684,78.96288
391350,22.4106642,73.120208
391408,20.593684,78.96288
391409,20.593684,78.96288
391410,22.2643583,73.1290596
391419,20.593684,78.96288
391420,20.593684,78.96288
391421,22.1198096,72.9106202
391428,20.593684,78.96288
391429,20.593684,78.96288
391430,22.1273939,72.9814877
391439,20.593684,78.96288
391440,22.2478844,73.0287209
391443,20.593684,78.96288
391444,20.593684,78.96288
391445,22.2017036,73.0287209
391448,20.593684,78.96288
391449,20.593684,78.96288
391450,22.2069958,72.9165266
391460,20.593684,78.96288
391508,20.593684,78.96288
391509,20.593684,78.96288
391510,22.4318974,73.3472901
391519,20.593684,78.96288
391520,22.5655846,73.3001233
391529,20.593684,78.96288
391530,22.6502381,73.3354993
391535,20.593684,78.96288
391738,20.593684,78.96288
391739,20.593684,78.96288
391740,22.3733328,73.1762626
391743,20.593684,78.96288
391744,20.593684,78.96288
391745,22.4452631,73.1467619
391748,20.593684,78.96288
391749,20.593684,78.96288
391750,22.3894578,73.1379109
391758,20.593684,78.96288
391759,20.593684,78.96288
391760,22.293194,73.3472901
391761,22.2617201,73.4887288
391768,20.593684,78.96288
391769,20.593684,78.96288
391770,22.5658132,73.1939612
391772,20.593684,78.96288
391773,20.593684,78.96288
391774,22.7145374,73.28833
391775,22.4784318,73.2411506
391776,20.593684,78.96288
391779,20.593684,78.96288
391780,22.4914604,73.1467619
391808,20.593684,78.96288
391809,20.593684,78.96288
391810,22.1916738,72.827915
392001,21.6938933,72.9755829
392009,20.593684,78.96288
392010,20.593684,78.96288
392011,21.7448334,73.0759446
392012,21.724939,72.886993
392013,20.593684,78.96288
392014,21.7450345,73.0228173
392015,21.7450345,73.0228173
392018,20.593684,78.96288
392019,20.593684,78.96288
392020,21.8041761,72.9814877
392021,20.593684,78.96288
392023,20.593684,78.96288
392024,20.593684,78.96288
392025,21.8940207,72.9578676
392028,20.593684,78.96288
392029,20.593684,78.96288
392030,21.7677112,73.1290596
392031,20.593684,78.96288
392033,20.593684,78.96288
392034,20.593684,78.96288
392035,21.9607622,72.9342451
392038,20.593684,78.96288
392039,20.593684,78.96288
392040,21.9917982,72.6860696
392108,20.593684,78.96288
392109,20.593684,78.96288
392110,22.0121563,72.8751786
392128,20.593684,78.96288
392129,20.593684,78.96288
392130,21.7561093,72.63877
392134,20.593684,78.96288
392135,20.593684,78.96288
392138,20.593684,78.96288
392139,20.593684,78.96288
392140,21.8635923,72.7806422
392148,20.593684,78.96288
392149,20.593684,78.96288
392150,22.0481451,72.7806422
392153,20.593684,78.96288
392154,20.593684,78.96288
392155,22.1250085,72.63877
392158,20.593684,78.96288
392159,20.593684,78.96288
392160,21.7749843,72.8692711
392161,20.593684,78.96288
392162,20.593684,78.96288
392164,20.593684,78.96288
392165,21.77906,72.7451817
392168,20.593684,78.96288
392169,20.593684,78.96288
392170,22.1813551,72.6269437
392178,20.593684,78.96288
392179,20.593684,78.96288
392180,22.148113,72.7451817
392208,20.593684,78.96288
392209,20.593684,78.96288
392210,21.8396931,73.0995528
392213,20.593684,78.96288
392214,20.593684,78.96288
392215,21.9174549,72.7451817
392218,20.593684,78.96288
392219,20.593684,78.96288
392220,21.9295962,73.0759446
392229,20.593684,78.96288
392230,21.9656457,73.0346244
392239,20.593684,78.96288
392240,21.8553373,73.0287209
392308,20.593684,78.96288
392309,20.593684,78.96288
392310,21.9603331,73.0936509
393001,21.6219582,73.0051055
393002,21.6732875,72.9992013
393008,20.593684,78.96288
393009,20.593684,78.96288
393010,21.6937004,73.0287209
393016,20.593684,78.96288
393017,21.7777958,73.1703628
393018,20.593684,78.96288
393019,20.593684,78.96288
393020,21.6120386,72.9106202
393023,20.593684,78.96288
393024,20.593684,78.96288
393025,21.4839193,73.9242251
393028,20.593684,78.96288
393029,20.593684,78.96288
393030,21.5817496,72.7333604
393038,20.593684,78.96288
393039,20.593684,78.96288
393040,21.6793616,73.6771662
393041,21.5820491,73.6300729
393048,20.593684,78.96288
393049,20.593684,78.96288
393050,21.4062848,73.7242486
393104,20.593684,78.96288
393105,21.8495705,73.1939612
393108,20.593684,78.96288
393109,20.593684,78.96288
393110,21.6775015,73.2057595
393113,20.593684,78.96288
393114,20.593684,78.96288
393115,21.7620476,73.2411506
393118,20.593684,78.96288
393119,20.593684,78.96288
393120,21.8259392,73.3001233
393123,20.593684,78.96288
393124,20.593684,78.96288
393125,21.5947929,73.3001233
393128,20.593684,78.96288
393129,20.593684,78.96288
393130,21.6092558,73.4415929
393134,20.593684,78.96288
393135,21.5339954,73.1585626
393139,20.593684,78.96288
393140,21.8149788,73.4180211
393144,20.593684,78.96288
393145,21.8995567,73.4533779
393149,20.593684,78.96288
393150,21.9299445,73.5240738
393151,21.8787732,73.8183804
393154,20.593684,78.96288
393155,21.8182461,73.6771662
394101,21.2417943,72.8810282
394104,21.2491334,72.8915963
394105,21.2634108,72.886993
394106,20.593684,78.96288
394107,21.2406892,72.851219
394109,20.593684,78.96288
394110,21.3953926,73.1585626
394111,21.4151423,72.9312921
394113,20.593684,78.96288
394114,20.593684,78.96288
394115,21.5553801,72.9755829
394116,21.5310601,72.9637728
394119,20.593684,78.96288
394120,21.4554227,72.9578676
394124,20.593684,78.96288
394125,21.5040557,72.9814877
394128,20.593684,78.96288
394129,20.593684,78.96288
394130,21.3301669,72.8633635
394138,20.593684,78.96288
394139,20.593684,78.96288
394140,21.2878167,73.1231585
394149,20.593684,78.96288
394150,21.3144779,72.9342451
394153,20.593684,78.96288
394154,20.593684,78.96288
394155,21.3218289,73.0051055
394159,20.593684,78.96288
394160,21.3269958,73.3944466
394162,20.593684,78.96288
394163,21.358854,73.2529464
394169,20.593684,78.96288
394170,21.3652865,73.0346244
394179,20.593684,78.96288
394180,21.275659,73.0051055
394184,20.593684,78.96288
394185,21.2643885,72.9519622
394189,20.593684,78.96288
394190,21.2788774,72.9386745
394209,20.593684,78.96288
394210,21.1665957,72.8472917
394220,21.1515386,72.8246225
394221,21.1346531,72.8396879
394229,21.1388457,72.8336764
394230,21.0767766,72.8474884
394234,20.593684,78.96288
394235,21.0645749,72.9165266
394239,21.1810708,72.9939795
394240,20.9692961,73.1703628
394244,20.593684,78.96288
394245,20.9247086,73.1290596
394246,20.9318564,73.1998604
394247,20.593684,78.96288
394248,20.884038,73.2411506
394249,20.593684,78.96288
394250,21.0106987,73.1231585
394269,20.593684,78.96288
394270,21.1170036,72.6446829
394304,20.593684,78.96288
394305,21.129858,72.9342451
394309,20.593684,78.96288
394310,21.1833231,73.0051055
394313,20.593684,78.96288
394314,20.593684,78.96288
394315,21.0797621,72.9519622
394316,20.593684,78.96288
394317,21.1040552,72.9637728
394319,20.593684,78.96288
394320,21.2279764,73.0464309
394324,20.593684,78.96288
394325,21.1760108,72.9342451
394326,21.2297693,72.9519622
394327,21.1649415,72.9667254
394328,20.593684,78.96288
394329,20.593684,78.96288
394330,21.2598736,73.0759446
394334,20.593684,78.96288
394335,21.2253907,73.2470486
394339,20.593684,78.96288
394340,21.1636444,73.2647416
394344,20.593684,78.96288
394345,21.1906029,73.0759446
394349,20.593684,78.96288
394350,21.0520716,73.0759446
394351,20.593684,78.96288
394352,21.0408731,73.0228173
394353,20.593684,78.96288
394354,20.593684,78.96288
394355,21.1540631,73.1703628
394358,20.593684,78.96288
394359,20.593684,78.96288
394360,21.2448911,73.3826585
394364,20.593684,78.96288
394365,21.072972,73.6300729
394368,20.593684,78.96288
394369,20.593684,78.96288
394370,21.4836442,74.1592278
394374,20.593684,78.96288
394375,21.3229699,73.8183804
394379,20.593684,78.96288
394380,21.5254604,74.1122506
394404,20.593684,78.96288
394405,21.4628012,73.0287209
394409,20.593684,78.96288
394410,21.4701469,73.0995528
394420,20.593684,78.96288
394421,21.4455431,73.1408613
394429,20.593684,78.96288
394430,21.4512868,73.2529464
394439,20.593684,78.96288
394440,21.4657187,73.3944466
394444,20.593684,78.96288
394445,21.4384822,73.5829689
394509,20.593684,78.96288
394510,21.1925397,72.6505957
394514,20.593684,78.96288
394515,21.1949417,72.7008489
394516,21.1653555,72.6908891
394517,21.1630194,72.6712894
394518,21.1456439,72.7594084
394519,20.593684,78.96288
394520,21.2766125,72.7924612
394529,20.593684,78.96288
394530,21.3794679,72.6742455
394539,20.593684,78.96288
394540,21.3972482,72.7333604
394541,20.593684,78.96288
394548,20.593684,78.96288
394549,20.593684,78.96288
394550,21.0817332,72.7278798
394601,21.1213355,73.0759446
394620,21.0847723,73.1703628
394629,20.593684,78.96288
394630,20.9580741,73.28833
394632,20.593684,78.96288
394633,20.9675073,73.3826585
394634,20.593684,78.96288
394635,20.8693475,73.4415929
394639,20.593684,78.96288
394640,21.0174575,73.2470486
394641,21.0066515,73.3119159
394649,20.593684,78.96288
394650,21.1293076,73.3826585
394651,21.1882834,73.3944466
394652,20.593684,78.96288
394653,20.593684,78.96288
394654,20.593684,78.96288
394655,21.0080516,73.4415929
394658,20.593684,78.96288
394659,20.593684,78.96288
394660,21.2111496,73.5653021
394669,20.593684,78.96288
394670,21.2104726,73.5005111
394678,20.593684,78.96288
394679,20.593684,78.96288
394680,21.2585897,73.5770801
394689,20.593684,78.96288
394690,21.1006998,73.2706389
394708,20.593684,78.96288
394709,20.593684,78.96288
394710,20.809081,73.77132
394713,20.593684,78.96288
394714,20.593684,78.96288
394715,20.9630729,73.5711912
394716,20.9433672,73.7242486
394718,20.593684,78.96288
394719,20.593684,78.96288
394720,20.6402971,73.7007088
394728,20.593684,78.96288
394729,20.593684,78.96288
394730,20.7399137,73.5358541
394809,20.593684,78.96288
394810,21.4842142,72.7924612
395001,21.1807255,72.8184548
395002,21.184037,72.8469567
395003,21.2074527,72.8349875
395004,21.2299596,72.8209298
395005,21.2588829,72.7333604
395006,21.2173191,72.8664716
395007,21.1597606,72.7959122
395008,21.2087961,72.8331526
395009,21.1927855,72.7998089
395010,21.1945842,72.869188
395011,21.1750928,72.8767384
395012,21.1749982,72.8663363
395013,20.593684,78.96288
395015,20.593684,78.96288
395016,20.593684,78.96288
395017,21.1557746,72.8087115
395021,20.593684,78.96288
395022,20.593684,78.96288
395023,21.1268316,72.8550308
395345,20.593684,78.96288
395620,20.593684,78.96288
396001,20.6159356,72.9283391
396002,20.591481,72.9431038
396005,20.593684,78.96288
396006,20.593684,78.96288
396007,20.5813403,72.9283391
396018,20.593684,78.96288
396019,20.593684,78.96288
396020,20.5507223,72.9106202
396029,20.593684,78.96288
396030,20.6660334,72.9106202
396034,20.593684,78.96288
396035,20.673213,72.9814877
396038,20.593684,78.96288
396039,20.593684,78.96288
396040,20.6389471,73.0995528
396043,20.593684,78.96288
396044,20.593684,78.96288
396045,20.6294552,73.0051055
396048,20.593684,78.96288
396049,20.593684,78.96288
396050,20.4857104,73.3001233
396051,20.5734256,73.2529464
396053,20.593684,78.96288
396054,20.593684,78.96288
396055,20.5546295,73.0641396
396059,20.593684,78.96288
396060,20.6738237,73.2175571
396064,20.593684,78.96288
396065,20.3263772,73.323708
396066,20.593684,78.96288
396067,20.593684,78.96288
396104,20.593684,78.96288
396105,20.2716845,72.886993
396108,20.593684,78.96288
396109,20.593684,78.96288
396110,20.7276567,72.8929
396113,20.593684,78.96288
396114,20.593684,78.96288
396115,20.4843288,72.8810859
396118,20.593684,78.96288
396119,20.593684,78.96288
396120,20.2212856,72.7865518
396123,20.593684,78.96288
396124,20.593684,78.96288
396125,20.4910392,73.0051055
396126,20.3690388,73.1703628
396128,20.593684,78.96288
396129,20.593684,78.96288
396130,20.262199,72.7924612
396133,20.593684,78.96288
396134,20.593684,78.96288
396135,20.253464,72.7629126
396138,20.593684,78.96288
396139,20.593684,78.96288
396140,20.3102681,72.783597
396143,20.593684,78.96288
396144,20.593684,78.96288
396145,20.4171129,72.9578676
396148,20.593684,78.96288
396149,20.593684,78.96288
396150,20.2018031,72.8220064
396153,20.593684,78.96288
396154,20.593684,78.96288
396155,20.3130403,72.8397317
396163,20.593684,78.96288
396164,20.593684,78.96288
396165,20.1648763,72.7983705
396169,20.593684,78.96288
396170,20.1843551,72.7629126
396171,20.1446379,72.7688226
396175,20.593684,78.96288
396179,20.593684,78.96288
396180,20.4580934,72.8781322
396183,20.593684,78.96288
396184,20.593684,78.96288
396185,20.440598,72.9047136
